ageGroup,cohort_definition_id,from0toD,pyrs,rate,SE.rate,rate.lo,rate.hi
20,0,316,579668.0875739751,5.451395492936693e-4,3.0666495561328654e-5,4.882283376040866e-4,6.0868471843003e-4
20,1,11,33513.5971330192,3.282249874980527e-4,9.896355730455752e-5,1.8176907728932295e-4,5.926841024043912e-4
20,2,198,420135.53615540575,4.7127648808731315e-4,3.349216162059049e-5,4.0999862688828267e-4,5.417128586736222e-4
20,3,165,378647.42813834135,4.357615759104434e-4,3.3923992675244156e-5,3.740948805226671e-4,5.075935569464374e-4
20,4,44,115800.95047533837,3.7996233899108186e-4,5.7281477859056554e-5,2.8275789087324504e-4,5.105830242463252e-4
20,5,27,23560.529575568256,0.0011459844276165336,2.2054480592384161e-4,7.85890235231495e-4,0.0016710734520740675
20,6,15,5109.725638146926,0.002935578358261882,7.57963072869012e-4,0.0017697435792107096,0.004869417467438369
20,7,6,1791.894557976124,0.0033484113076255833,0.0013669831921080127,0.0015042874749356101,0.007453268389085521
50,0,953,231635.35248150313,0.004114225181046578,1.332728262337736e-4,0.00386113004072313,0.0043839105810555955
50,1,32,17871.21471667044,0.001790588972676272,3.1653440122431136e-4,0.0012662531673827513,0.0025320441059167136
50,2,533,201145.2643835631,0.0026498262419125335,1.1477671538518688e-4,0.002434148600615444,0.0028846139921584824
50,3,484,226311.4289842084,0.00213864585704937,9.72111753204259e-5,0.0019563528374226613,0.0023379249460440156
50,4,267,133018.5563964399,0.0020072387434746358,1.228410161787436e-4,0.0017803499856104122,0.0022630423264357468
50,5,143,51195.315959280364,0.002793224288599744,2.335811493499276e-4,0.002370955773023545,0.003290699056977336
50,6,52,13450.007058912643,0.003866168974650628,5.36141172219649e-4,0.0029460373364167815,0.005073684014721691
50,7,11,4391.221947751102,0.002504997499758236,7.552851643160417e-4,0.0013872529560102946,0.004523336891522508
65,0,6134,207565.67806725737,0.029552091931173727,3.7732566253765313e-4,0.02882171085649672,0.03030098184860829
65,1,495,21393.523549667898,0.023137843509078434,0.0010399687274344467,0.021186709517068518,0.025268662026979905
65,2,5009,222150.92521146726,0.02254773413719476,3.185865152238793e-4,0.02193187167436801,0.023180890453403043
65,3,4120,183581.2906430123,0.022442374087083043,3.496392574575683e-4,0.021767438392733332,0.02313823728715431
65,4,3610,151727.48952766127,0.023792656236771553,3.9599465944004493e-4,0.02302902970090833,0.024581604095063374
65,5,3270,160971.43991316913,0.02031416257296261,3.5524260609726306e-4,0.019629684445880938,0.021022508139571648
65,6,1557,84396.30537465637,0.018448674892675532,4.675422595661034e-4,0.017554679154211755,0.01938819857120419
65,7,1007,65821.68132346011,0.01529891032487324,4.8210958254471867e-4,0.01438256577602961,0.016273637178047782
